Confirmed,Deaths,Active,Recovered,Dates
9586355.0,533385.0,4214593.0,4838377.0,2020-06-25
9777770.0,494991.0,4339144.0,4943635.0,2020-06-26
9955942.0,543004.0,4362954.0,5049984.0,2020-06-27
10117668.0,502593.0,4475997.0,5139078.0,2020-06-28
10275819.0,549892.0,4492305.0,5233622.0,2020-06-29
10449638.0,555191.0,4543575.0,5350872.0,2020-06-30
10667293.0,516485.0,4684071.0,5466737.0,2020-07-01
10875038.0,565628.0,4558271.0,5751139.0,2020-07-02
11078605.0,526643.0,4690334.0,5861628.0,2020-07-03
11272286.0,531039.0,4683764.0,6057483.0,2020-07-04
11454854.0,534509.0,4743556.0,6176789.0,2020-07-05
11622210.0,538332.0,4783515.0,6300363.0,2020-07-06
11833041.0,544468.0,4843149.0,6445424.0,2020-07-07
12044856.0,549826.0,4891680.0,6603350.0,2020-07-08
12273083.0,555297.0,4979885.0,6737901.0,2020-07-09
12505660.0,560627.0,5067784.0,6877249.0,2020-07-10
12721785.0,565535.0,5153245.0,7003005.0,2020-07-11
12914427.0,570151.0,5229963.0,7114313.0,2020-07-12
13107235.0,573965.0,5278793.0,7254477.0,2020-07-13
13328874.0,579686.0,5352318.0,7396870.0,2020-07-14
13559993.0,584559.0,5416907.0,7558527.0,2020-07-15
13812666.0,590374.0,5511395.0,7710897.0,2020-07-16
14054573.0,597123.0,5563243.0,7894207.0,2020-07-17
14292208.0,602767.0,5644277.0,8045164.0,2020-07-18
14506855.0,606826.0,5766988.0,8133041.0,2020-07-19
14713633.0,611009.0,5795071.0,8307553.0,2020-07-20
14947256.0,617265.0,5847743.0,8482248.0,2020-07-21
15227735.0,624260.0,5944840.0,8658635.0,2020-07-22
15510491.0,634233.0,6047459.0,8828799.0,2020-07-23
15791656.0,640370.0,6093170.0,9058116.0,2020-07-24
16047201.0,645962.0,6123806.0,9277433.0,2020-07-25
16260481.0,649627.0,6192945.0,9417909.0,2020-07-26
16486935.0,654810.0,6244593.0,9587532.0,2020-07-27
16739272.0,661215.0,6316671.0,9761386.0,2020-07-28
17028421.0,667868.0,6397477.0,9963076.0,2020-07-29
17309071.0,673925.0,6449583.0,10185563.0,2020-07-30
17599171.0,680218.0,6534900.0,10384053.0,2020-07-31
17849883.0,685757.0,6595628.0,10568498.0,2020-08-01
18078989.0,690049.0,6683472.0,10705468.0,2020-08-02
18281474.0,694380.0,6659181.0,10927913.0,2020-08-03
18540055.0,701331.0,6689076.0,11149648.0,2020-08-04
18811219.0,708408.0,6731623.0,11371188.0,2020-08-05
19096415.0,714924.0,6821177.0,11560314.0,2020-08-06
19377302.0,721308.0,6903154.0,11752840.0,2020-08-07
19636772.0,726765.0,6955985.0,11954022.0,2020-08-08
19860949.0,731310.0,6998901.0,12130738.0,2020-08-09
20088890.0,736175.0,7057282.0,12295433.0,2020-08-10
