X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,HospitalisedAged65up,Male,Female,Unknown,Aged1,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Aged65up,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID
-856335.869598373,7036492.39571864,2020-03-12,27,70,0,1,2020-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
-856335.869598373,7036492.39571864,2020-03-13,20,90,0,1,2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
-856335.869598373,7036492.39571864,2020-03-14,39,129,1,2,2020-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
-856335.869598373,7036492.39571864,2020-03-15,40,169,0,2,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
-856335.869598373,7036492.39571864,2020-03-16,54,223,0,2,2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
-856335.869598373,7036492.39571864,2020-03-17,69,292,0,2,2020-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
-856335.869598373,7036492.39571864,2020-03-18,74,366,0,2,2020-03-16,271.0,84.0,6.0,59.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,28.0,48.0,62.0,40.0,46.0,42.0,0.0,27.0,21.0,52.0,17
-856335.869598373,7036492.39571864,2020-03-19,191,557,1,3,2020-03-17,350.0,108.0,7.0,84.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,38.0,64.0,78.0,49.0,54.0,57.0,43.0,35.0,21.0,43.0,18
-856335.869598373,7036492.39571864,2020-03-20,126,683,0,3,2020-03-18,438.0,140.0,12.0,114.0,27.0,1.0,2.0,9.0,16.0,15.0,11.0,23.0,31.0,241.0,189.0,7.0,1.0,1.0,9.0,47.0,78.0,96.0,62.0,69.0,75.0,44.0,40.0,21.0,39.0,19
-856335.869598373,7036492.39571864,2020-03-21,102,785,0,3,2020-03-19,584.0,173.0,13.0,147.0,29.0,2.0,1.0,9.0,24.0,18.0,28.0,31.0,60.0,320.0,257.0,7.0,2.0,2.0,10.0,56.0,110.0,121.0,95.0,85.0,102.0,44.0,42.0,23.0,35.0,20
-856335.869598373,7036492.39571864,2020-03-22,121,906,1,4,2020-03-20,712.0,211.0,17.0,159.0,35.0,2.0,2.0,13.0,27.0,22.0,40.0,34.0,71.0,393.0,311.0,8.0,3.0,2.0,12.0,63.0,127.0,149.0,132.0,101.0,122.0,44.0,44.0,23.0,33.0,21
-856335.869598373,7036492.39571864,2020-03-23,219,1125,2,6,2020-03-21,836.0,239.0,25.0,208.0,37.0,2.0,2.0,14.0,31.0,26.0,42.0,37.0,85.0,460.0,369.0,7.0,3.0,2.0,16.0,69.0,166.0,165.0,158.0,117.0,139.0,44.0,43.0,24.0,33.0,22
-856335.869598373,7036492.39571864,2020-03-24,204,1329,1,7,2020-03-22,965.0,277.0,36.0,247.0,44.0,2.0,2.0,15.0,36.0,26.0,52.0,43.0,101.0,534.0,431.0,0.0,3.0,2.0,17.0,77.0,189.0,183.0,191.0,136.0,165.0,45.0,45.0,24.0,31.0,23
