Date,Carlow,Cavan,Clare,Cork,Donegal,Dublin,Galway,Kerry,Kildare,Kilkenny,Laois,Leitrim,Limerick,Longford,Louth,Mayo,Meath,Monaghan,Offaly,Roscommon,Sligo,Tipperary,Waterford,Westmeath,Wexford,Wicklow
2020-05-27,0.272,1.094,0.271,0.27,0.3,0.892,0.184,0.209,0.636,0.34,0.305,0.259,0.322,0.685,0.589,0.436,0.407,0.821,0.613,0.496,0.197,0.331,0.131,0.751,0.144,0.466
2020-05-28,0.278,1.094,0.272,0.271,0.3,0.893,0.184,0.209,0.636,0.34,0.305,0.259,0.322,0.687,0.592,0.438,0.408,0.826,0.613,0.497,0.197,0.33,0.131,0.751,0.144,0.466
2020-05-29,0.292,1.095,0.272,0.272,0.3,0.894,0.185,0.209,0.636,0.341,0.306,0.259,0.322,0.692,0.594,0.438,0.408,0.829,0.613,0.516,0.197,0.332,0.131,0.753,0.144,0.466
2020-05-30,0.292,1.101,0.303,0.279,0.3,0.894,0.186,0.209,0.637,0.341,0.306,0.259,0.305,0.692,0.596,0.438,0.408,0.829,0.613,0.516,0.197,0.332,0.132,0.754,0.144,0.466
2020-05-31,0.292,1.108,0.31,0.279,0.3,0.897,0.187,0.209,0.638,0.341,0.306,0.259,0.298,0.692,0.596,0.437,0.41,0.834,0.613,0.519,0.197,0.337,0.132,0.755,0.142,0.468
2020-06-01,0.292,1.108,0.311,0.279,0.3,0.898,0.187,0.209,0.638,0.342,0.307,0.259,0.299,0.692,0.601,0.437,0.411,0.834,0.613,0.521,0.197,0.338,0.131,0.755,0.142,0.468
2020-06-02,0.297,1.111,0.311,0.28,0.3,0.899,0.186,0.209,0.638,0.342,0.307,0.259,0.299,0.695,0.602,0.437,0.411,0.849,0.614,0.522,0.197,0.338,0.131,0.755,0.142,0.469
2020-06-03,0.297,1.121,0.311,0.281,0.296,0.899,0.186,0.209,0.638,0.343,0.307,0.259,0.299,0.695,0.603,0.437,0.412,0.859,0.614,0.522,0.197,0.338,0.133,0.756,0.142,0.469
2020-06-04,0.295,1.126,0.31,0.281,0.296,0.9,0.186,0.209,0.64,0.347,0.308,0.262,0.299,0.695,0.603,0.437,0.413,0.86,0.614,0.522,0.195,0.338,0.133,0.756,0.143,0.469
2020-06-05,0.295,1.126,0.31,0.282,0.296,0.901,0.186,0.209,0.64,0.347,0.309,0.262,0.299,0.697,0.603,0.437,0.413,0.86,0.614,0.522,0.195,0.338,0.133,0.756,0.143,0.47
2020-06-06,0.295,1.126,0.31,0.282,0.296,0.902,0.186,0.209,0.64,0.348,0.309,0.262,0.299,0.697,0.602,0.437,0.412,0.863,0.614,0.522,0.195,0.338,0.133,0.756,0.144,0.47
2020-06-07,0.293,1.126,0.31,0.282,0.296,0.902,0.187,0.209,0.64,0.348,0.309,0.262,0.299,0.697,0.604,0.437,0.412,0.865,0.616,0.524,0.195,0.338,0.133,0.756,0.144,0.47
2020-06-08,0.295,1.126,0.31,0.282,0.295,0.903,0.187,0.209,0.64,0.348,0.309,0.262,0.299,0.697,0.604,0.437,0.412,0.865,0.616,0.524,0.195,0.338,0.133,0.756,0.144,0.47
2020-06-09,0.295,1.126,0.311,0.282,0.295,0.903,0.188,0.209,0.641,0.349,0.309,0.262,0.299,0.697,0.604,0.437,0.412,0.87,0.617,0.527,0.195,0.339,0.133,0.756,0.144,0.47
2020-06-10,0.295,1.128,0.311,0.282,0.295,0.903,0.188,0.209,0.641,0.349,0.309,0.262,0.299,0.697,0.604,0.437,0.413,0.87,0.617,0.528,0.195,0.339,0.133,0.755,0.144,0.47
2020-06-11,0.295,1.129,0.311,0.282,0.295,0.904,0.188,0.209,0.641,0.349,0.312,0.262,0.3,0.697,0.604,0.437,0.413,0.87,0.617,0.528,0.195,0.339,0.133,0.755,0.144,0.47
2020-06-12,0.3,1.129,0.311,0.282,0.295,0.906,0.188,0.209,0.644,0.351,0.312,0.262,0.3,0.697,0.604,0.438,0.413,0.872,0.617,0.53,0.195,0.339,0.133,0.755,0.144,0.47
2020-06-13,0.3,1.129,0.311,0.282,0.295,0.906,0.188,0.209,0.644,0.351,0.312,0.262,0.3,0.697,0.604,0.438,0.413,0.872,0.617,0.53,0.195,0.339,0.133,0.755,0.144,0.472
2020-06-14,0.3,1.128,0.311,0.282,0.295,0.908,0.188,0.209,0.644,0.351,0.312,0.262,0.3,0.697,0.604,0.438,0.413,0.873,0.617,0.53,0.197,0.339,0.133,0.755,0.144,0.472
2020-06-15,0.3,1.128,0.311,0.283,0.295,0.908,0.188,0.209,0.645,0.353,0.312,0.262,0.3,0.697,0.604,0.438,0.413,0.873,0.617,0.531,0.197,0.339,0.133,0.755,0.144,0.472
2020-06-16,0.3,1.129,0.311,0.283,0.295,0.908,0.188,0.209,0.645,0.353,0.312,0.262,0.299,0.697,0.604,0.438,0.413,0.873,0.618,0.533,0.197,0.339,0.133,0.755,0.144,0.472
2020-06-17,0.304,1.129,0.311,0.283,0.295,0.909,0.188,0.209,0.647,0.354,0.312,0.262,0.299,0.697,0.604,0.438,0.413,0.873,0.618,0.533,0.197,0.339,0.133,0.755,0.144,0.472
2020-06-18,0.304,1.129,0.311,0.283,0.291,0.91,0.188,0.21,0.647,0.356,0.312,0.243,0.299,0.697,0.604,0.438,0.413,0.873,0.618,0.533,0.191,0.339,0.133,0.755,0.144,0.472
2020-06-19,0.306,1.132,0.311,0.283,0.291,0.91,0.188,0.21,0.649,0.357,0.312,0.243,0.299,0.697,0.605,0.438,0.414,0.873,0.62,0.533,0.191,0.339,0.133,0.757,0.144,0.473
2020-06-20,0.306,1.132,0.311,0.283,0.291,0.91,0.188,0.21,0.649,0.357,0.313,0.243,0.299,0.697,0.605,0.438,0.414,0.873,0.62,0.533,0.191,0.339,0.133,0.757,0.144,0.473
2020-06-21,0.307,1.13,0.311,0.283,0.291,0.908,0.188,0.21,0.659,0.356,0.313,0.243,0.299,0.697,0.605,0.438,0.414,0.873,0.62,0.535,0.191,0.339,0.133,0.757,0.144,0.478
2020-06-22,0.307,1.13,0.311,0.283,0.291,0.907,0.188,0.21,0.663,0.357,0.313,0.243,0.299,0.697,0.605,0.438,0.414,0.873,0.62,0.535,0.191,0.34,0.134,0.757,0.144,0.489
2020-06-23,0.307,1.132,0.311,0.283,0.291,0.907,0.188,0.21,0.664,0.357,0.313,0.243,0.299,0.697,0.605,0.438,0.414,0.875,0.62,0.535,0.191,0.34,0.134,0.757,0.145,0.489
2020-06-24,0.307,1.132,0.311,0.283,0.291,0.907,0.188,0.21,0.664,0.357,0.313,0.243,0.299,0.697,0.605,0.438,0.414,0.875,0.62,0.535,0.191,0.34,0.134,0.757,0.145,0.489
2020-06-25,0.307,1.132,0.311,0.283,0.291,0.907,0.188,0.21,0.664,0.357,0.313,0.243,0.299,0.697,0.605,0.438,0.414,0.875,0.62,0.535,0.191,0.34,0.134,0.757,0.145,0.489
2020-06-26,0.307,1.132,0.311,0.283,0.291,0.907,0.188,0.21,0.664,0.357,0.313,0.243,0.299,0.697,0.605,0.438,0.414,0.875,0.62,0.535,0.191,0.34,0.134,0.757,0.145,0.489
2020-06-27,0.307,1.132,0.311,0.283,0.291,0.909,0.188,0.21,0.666,0.358,0.313,0.243,0.299,0.7,0.606,0.438,0.414,0.876,0.62,0.535,0.195,0.34,0.135,0.757,0.145,0.492
2020-06-28,0.307,1.132,0.311,0.283,0.292,0.909,0.188,0.21,0.668,0.358,0.313,0.247,0.299,0.7,0.606,0.438,0.414,0.876,0.62,0.535,0.211,0.34,0.135,0.757,0.145,0.492
